label,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.7646958231925964,0.8703411221504211,4.814333465219534e-07,0.7949587106704712,0.7656010985374451,0.011675421,0.788867176,0.6613907217979431,0.008141175,0.7545229196548462,0.6070454716682434,0.000360045,0.7185196876525879,0.5915720462799072,-0.00847013,0.8082576990127563,0.6111548542976379,-0.012810848,0.8114781379699707,0.47814714908599854,-0.027960969,0.8182112574577332,0.3984758257865906,-0.035884235,0.8247231841087341,0.3373301029205322,-0.039688516,0.7761361598968506,0.6111623644828796,-0.02606399,0.7445223927497864,0.4645131826400757,-0.040790651,0.7304224967956543,0.37480252981185913,-0.047877047,0.7233390212059021,0.30688005685806274,-0.052196428,0.7416283488273621,0.6286967396736145,-0.036392447,0.702497125,0.5457148551940918,-0.046562798,0.7005944848060608,0.588181198,-0.039687775,0.7062727808952332,0.6279849410057068,-0.031485286,0.7088631391525269,0.655878484,-0.046068378,0.6824194192886353,0.6023997664451599,-0.04931115,0.682513416,0.6347509026527405,-0.038937695,0.6885766983032227,0.6637515425682068,-0.028747365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.19316549599170685,0.8679618835449219,6.452473257922975e-07,0.2418603152036667,0.7771051526069641,-0.027864143,0.2762235105037689,0.6704447269439697,-0.042432234,0.3031753897666931,0.5782303214073181,-0.056379665,0.33422431349754333,0.5069145560264587,-0.069804505,0.21332679688930511,0.5116969347000122,-0.010621357,0.2285643368959427,0.38218215107917786,-0.030302275,0.23544800281524658,0.3059385120868683,-0.049348917,0.24122416973114014,0.2406589835882187,-0.062524028,0.1751803755760193,0.5129069685935974,-0.01169691,0.18129514157772064,0.37031590938568115,-0.026927775,0.1841406226158142,0.2834734320640564,-0.042447209,0.18776534497737885,0.21395279467105865,-0.053322334,0.14034992456436157,0.5425966382026672,-0.017697847,0.1355588585138321,0.4096056818962097,-0.03394182,0.1357094645500183,0.3366939425468445,-0.044346206,0.1396794617176056,0.27695927023887634,-0.050727576,0.10624784231185913,0.5991315841674805,-0.026868729,0.094181083,0.505790651,-0.040908679,0.092494294,0.4459496736526489,-0.044644859,0.095387742,0.3888951241970062,-0.045844603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.1526339054107666,0.8883286118507385,-2.36E-07,0.16586452722549438,0.736939549,-0.012718202,0.15230070054531097,0.6259523630142212,-0.027195584,0.14060024917125702,0.5631529092788696,-0.042459756,0.1405230462551117,0.5283909440040588,-0.05352411,0.0415163,0.5925720930099487,-0.021807954,0.12986867129802704,0.5161036849021912,-0.048408497,0.15063194930553436,0.5697451233863831,-0.064461611,0.13203273713588715,0.6011656522750854,-0.076739773,0.043649536,0.6488008499145508,-0.031037198,0.15240773558616638,0.5709542632102966,-0.056532595,0.16387921571731567,0.6270057559013367,-0.06246243,0.14140819013118744,0.6587747931480408,-0.067848124,0.061680298298597336,0.7116850018501282,-0.042862516,0.16419817507266998,0.6377536654472351,-0.065498896,0.17404429614543915,0.6859199404716492,-0.061982457,0.1551746129989624,0.7146468162536621,-0.059900384,0.088554904,0.7728663086891174,-0.056788489,0.16764625906944275,0.7054805755615234,-0.072575644,0.17635396122932434,0.7363463044166565,-0.072185144,0.16054148972034454,0.7626339793205261,-0.071310103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.2010706067085266,0.9186379909515381,7.288598453669692e-07,0.23215973377227783,0.8650631308555603,-0.044282969,0.23047640919685364,0.783872128,-0.06296216,0.18463389575481415,0.7289290428161621,-0.078180753,0.14205129444599152,0.6863295435905457,-0.090778597,0.23109124600887299,0.5998494029045105,-0.029634221,0.2605029046535492,0.4759126603603363,-0.052758425,0.2756291329860687,0.3946683704853058,-0.068500757,0.2845494747161865,0.3274707496166229,-0.077753045,0.18560923635959625,0.5922049283981323,-0.024553739,0.16109605133533478,0.44505658745765686,-0.05222261,0.14075417816638947,0.3578885793685913,-0.070067659,0.12587013840675354,0.29012104868888855,-0.077632368,0.1512964963912964,0.6265994906425476,-0.024380917,0.12701526284217834,0.5588849782943726,-0.068458892,0.12583419680595398,0.6373825669288635,-0.080194339,0.1279129981994629,0.7015746235847473,-0.073879786,0.1272912621498108,0.6791893839836121,-0.026903065,0.10769680142402649,0.616986096,-0.062761612,0.11189529299736023,0.6691030263900757,-0.065422215,0.12305610626935959,0.719548762,-0.057460871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.2248244732618332,0.7831817269325256,-2.51E-07,0.2773667871952057,0.7219193577766418,-0.014394692,0.3159549832344055,0.6308475136756897,-0.019274047,0.2983049750328064,0.5401650071144104,-0.025947629,0.2632049322128296,0.5000770092010498,-0.029133428,0.3107992112636566,0.5584037899971008,0.005099795,0.33021464943885803,0.44719937443733215,-0.014716939,0.31220564246177673,0.49380016326904297,-0.029548064,0.29851046204566956,0.5422918200492859,-0.036072399,0.27895084023475647,0.5387468338012695,0.003007157,0.29728415608406067,0.4218776524066925,-0.016427891,0.2827976644039154,0.4757511019706726,-0.028658675,0.2736530900001526,0.5302431583404541,-0.031207522,0.24872471392154694,0.5327663421630859,-0.002727614,0.2629767060279846,0.4199087917804718,-0.01697381,0.257667601,0.46266481280326843,-0.0181391,0.24995370209217072,0.5167853832244873,-0.013733435,0.21582120656967163,0.5360708236694336,-0.010249617,0.22547967731952667,0.452455997,-0.015081014,0.22958868741989136,0.4712435007095337,-0.009757887,0.22803014516830444,0.5106518268585205,-0.002943818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.33330395817756653,0.951363206,4.2215160078740155e-07,0.3620211184024811,0.8458881974220276,-0.025310723,0.36146336793899536,0.7151355147361755,-0.032968782,0.35349148511886597,0.6084789633750916,-0.039333574,0.35214564204216003,0.5229549407958984,-0.044553496,0.27085816860198975,0.6351613998413086,-0.0057645,0.24444568157196045,0.5263835787773132,-0.017369064,0.22255472838878632,0.4649645686149597,-0.029567488,0.20274613797664642,0.4159572124481201,-0.039111633,0.23526373505592346,0.6722064018249512,-0.004750506,0.19147518277168274,0.574850321,-0.014538446,0.16234426200389862,0.5134573578834534,-0.026629474,0.13838446140289307,0.46802008152008057,-0.035585683,0.2125244438648224,0.7276741862297058,-0.007990632,0.16390280425548553,0.6478905081748962,-0.020247467,0.13477414846420288,0.5977216362953186,-0.030474648,0.11131231486797333,0.5535076856613159,-0.037513118,0.19983051717281342,0.7966221570968628,-0.014088921,0.1587705910205841,0.748802125,-0.026729038,0.13346920907497406,0.7138981819152832,-0.032554332,0.11245910078287125,0.676568329,-0.035641003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.42100512981414795,0.7053689360618591,6.126408607087797e-07,0.4621821343898773,0.6555234789848328,-0.042629927,0.4688248038291931,0.561276913,-0.060996678,0.43217524886131287,0.4954994022846222,-0.076763414,0.3914271891117096,0.44579145312309265,-0.089796349,0.45177119970321655,0.39297348260879517,-0.028842865,0.46453288197517395,0.26493239402770996,-0.053920433,0.4692830443382263,0.18572522699832916,-0.071520761,0.4707261621952057,0.11984534561634064,-0.082899317,0.4098631739616394,0.3938472867012024,-0.026945421,0.38830554485321045,0.25344642996788025,-0.055247191,0.3738468289375305,0.17105717957019806,-0.074299984,0.36247777938842773,0.10272498428821564,-0.084163293,0.3766104280948639,0.42973455786705017,-0.03016627,0.36791160702705383,0.34271782636642456,-0.073099874,0.38037118315696716,0.41089048981666565,-0.083120085,0.38813382387161255,0.4681061804294586,-0.077913478,0.3522239625453949,0.4855596721172333,-0.036646582,0.34764471650123596,0.4284133017063141,-0.07365042,0.36306849122047424,0.46843698620796204,-0.078677021,0.3741644024848938,0.5096978545188904,-0.073603526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paper,0.6695926785469055,0.8700374960899353,2.700645040931704e-07,0.6345657706260681,0.7920756340026855,-0.0196454,0.6177014708518982,0.685401201,-0.029401893,0.6076629757881165,0.5976462960243225,-0.03855871,0.5908491611480713,0.5302546620368958,-0.047300037,0.6780597567558289,0.5770037770271301,-0.010431972,0.687124491,0.46147727966308594,-0.028176388,0.6923359632492065,0.3916465640068054,-0.044554468,0.6982910633087158,0.3324703574180603,-0.056659319,0.7063672542572021,0.5909653306007385,-0.013863777,0.7179880142211914,0.4719797670841217,-0.028169794,0.7238209843635559,0.3984156847000122,-0.04193905,0.727589488,0.33574390411376953,-0.052050747,0.7318872809410095,0.6264411211013794,-0.020914642,0.7510711550712585,0.5214272141456604,-0.03508199,0.7600809335708618,0.4567800760269165,-0.043566007,0.7653222680091858,0.40046337246894836,-0.049774501,0.7560153603553772,0.6813454627990723,-0.030482434,0.7796521782875061,0.6127285957336426,-0.04309557,0.7912936806678772,0.566155195,-0.04739102,0.8002112507820129,0.5215778350830078,-0.049986962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rock,0.7050583362579346,0.7874498963356018,-2.35E-07,0.6926311254501343,0.682626486,0.004923157,0.6756852865219116,0.5994975566864014,-0.015200417,0.6427210569381714,0.5533949136734009,-0.036386129,0.6154888868331909,0.545164943,-0.056427829,0.7227956056594849,0.5446316599845886,-0.053603712,0.6473450064659119,0.517618716,-0.066051006,0.6410414576530457,0.5639334321022034,-0.056851819,0.6550055742263794,0.5803281664848328,-0.050804812,0.722420871,0.5960139632225037,-0.070221372,0.6338266730308533,0.5717461109161377,-0.084711865,0.6384589076042175,0.6187266111373901,-0.069298893,0.6585622429847717,0.630326509,-0.061107129,0.7126012444496155,0.6491199135780334,-0.083871856,0.6295045018196106,0.624512255,-0.089255534,0.6388238072395325,0.6655398011207581,-0.067628443,0.6610594391822815,0.677180827,-0.058650997,0.7001845836639404,0.698204517,-0.097347453,0.6360688209533691,0.6760483980178833,-0.101604484,0.6403487324714661,0.7000813484191895,-0.091414608,0.6577648520469666,0.709217906,-0.08654017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scissors,0.6152780055999756,0.829676628,5.549422894546296e-07,0.5754728317260742,0.797704279,-0.019386442,0.5505737662315369,0.7306807637214661,-0.032967735,0.5667929649353027,0.6852286458015442,-0.048494771,0.5893263220787048,0.6506173014640808,-0.063594431,0.5551388263702393,0.5929161310195923,-0.02172826,0.5354257822036743,0.49641719460487366,-0.041452467,0.5230258703231812,0.4368229806423187,-0.052089039,0.5156216025352478,0.3839614987373352,-0.05944946,0.5888997316360474,0.5840127468109131,-0.029402878,0.5921605825424194,0.46874552965164185,-0.05267876,0.5953242778778076,0.3991076946258545,-0.066064402,0.5996130108833313,0.34014689922332764,-0.072497435,0.6191691756248474,0.6091943383216858,-0.03944166,0.6120953559875488,0.5486035346984863,-0.073530182,0.6039605736732483,0.6314595937728882,-0.077193603,0.6022500991821289,0.6899928450584412,-0.070600927,0.6463280916213989,0.6536699533462524,-0.050582692,0.6296777725219727,0.6375371217727661,-0.078053728,0.61531955,0.6977663040161133,-0.078213334,0.6088879704475403,0.7411293387413025,-0.072353676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
